home_ars5,dest_ars5,n_model,model_km_median,model_km_p10,model_km_p90,centroid_km,class_model_median,class_centroid,same_class,ba_flow
03103,06414,10,417.9782489657839,413.452004185934,417.9968273032921,407.51118484552626,gt200,gt200,True,10.0
03103,06432,4,420.0065203247593,414.2158080348971,437.79940823556944,411.3459517522731,gt200,gt200,True,10.0
03103,06433,3,417.09261246908545,414.69330643064677,438.7809363547748,418.99353756687174,gt200,gt200,True,10.0
03103,06434,19,379.3894702820943,375.15957723328137,389.3787204764996,370.61941084345125,gt200,gt200,True,20.0
03103,06436,9,397.21576585128895,391.99016660626916,404.9755548019113,395.9744259123417,gt200,gt200,True,20.0
03103,06438,5,394.5457414150269,383.6901555144949,408.0309305635009,389.089842564696,gt200,gt200,True,10.0
03103,06534,11,301.9522207713836,297.8073522436268,311.2073963633941,292.75428133204343,gt200,gt200,True,10.0
03103,06611,6,204.2169025581094,202.47240961382977,204.48674263656162,198.30860887833813,gt200,100_200,False,10.0
03103,06633,12,199.91162199245662,181.6079559999685,217.2076939054004,191.06094428347592,100_200,100_200,True,20.0
03103,08111,35,553.6336004293905,553.5839285607858,553.6887046239367,546.1783013743803,gt200,gt200,True,60.0
03103,08115,22,573.6713975952109,558.3955265540354,586.0076977064253,565.5992263402846,gt200,gt200,True,30.0
03103,08116,2,561.5854631318881,561.582880960161,561.5880453036152,559.3523330329639,gt200,gt200,True,10.0
03103,08118,26,533.0576637371902,523.9701474473093,539.2241120563588,524.3064813702033,gt200,gt200,True,40.0
03103,08119,13,540.5893825352551,516.559811868137,546.5573873382073,521.2010347974733,gt200,gt200,True,20.0
03103,08125,54,494.19598226196865,483.0757167375708,513.2739825239103,489.7466761941386,gt200,gt200,True,90.0
03103,08212,8,544.9396037444615,544.8318401762413,544.9449302932292,537.4413672723445,gt200,gt200,True,10.0
03103,08222,2,460.21332667133146,460.21332667133146,460.21332667133146,469.6819195788847,gt200,gt200,True,
03103,08226,12,487.72893786301074,472.62595695534344,493.0028825931943,476.91789225006323,gt200,gt200,True,20.0
03103,08317,8,651.4172620302741,621.4431806170868,655.575998811127,630.8156722776984,gt200,gt200,True,10.0
03103,08421,6,596.7724159759076,596.7450446157019,596.789468938526,586.2242027111421,gt200,gt200,True,10.0
03103,09161,37,540.6401591340773,540.5785598798642,540.695136083445,531.541268628254,gt200,gt200,True,50.0
03103,09162,74,628.7736641275508,628.4411794233293,629.1453852020664,619.6261553478995,gt200,gt200,True,120.0
03103,09176,20,522.4806648447745,495.27854925372986,531.9049427122055,510.7447431489714,gt200,gt200,True,30.0
03103,09184,72,639.5529965970862,616.7259822836764,651.2146729780223,631.8912494570004,gt200,gt200,True,100.0
03103,09274,92,574.9943540087427,556.6278245696401,600.4891454361865,572.1714202589003,gt200,gt200,True,160.0
